x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector 1","Electric field norm (V/m), Detector 2p","Electric field norm (V/m), Detector 2n","Electric field norm (V/m), Boundary Probe 3n","Electric field norm (V/m), Boundary Probe 4n","Electric field norm (V/m), Boundary Probe 4p","Electric field norm (V/m), Boundary Probe 3p"
-6,-6,25.7,0.71427,0.6216,0.37411,0.54216,0.94982,0.94981,1.0037,1.0312,1.0312,1.0037
-6,-6,25.8,0.71613,0.62317,0.37679,0.54889,0.94731,0.9473,1.005,1.0284,1.0284,1.005
-6,-6,25.9,0.71419,0.62305,0.38989,0.55509,0.94184,0.94183,1.006,1.0202,1.0202,1.006
-6,-6,26,0.71291,0.62026,0.42773,0.55663,0.94339,0.94338,1.0024,1.016,1.016,1.0024
-6,-6,26.1,0.71368,0.61757,0.48821,0.54923,0.93903,0.93902,0.99332,1.0144,1.0144,0.99333
-6,-6,26.2,0.71452,0.61758,0.53089,0.54933,0.93625,0.93624,0.98945,1.004,1.004,0.98945
-6,-6,26.3,0.71237,0.61824,0.5503,0.5523,0.93479,0.93479,0.99483,0.99939,0.99939,0.99483
-6,-6,26.4,0.70926,0.61863,0.55596,0.55171,0.93509,0.93508,1.0035,0.99733,0.99734,1.0035
-6,-6,26.5,0.70628,0.61905,0.55098,0.54899,0.93662,0.9366,1.0109,0.99443,0.99443,1.0109
-6,-6,26.6,0.70276,0.61921,0.53685,0.54557,0.93691,0.93689,1.0159,0.99053,0.99053,1.0159
-6,-6,26.7,0.69803,0.61915,0.52535,0.54589,0.93593,0.93591,1.0194,0.98307,0.98307,1.0195
-6,-6,26.8,0.69565,0.62131,0.54899,0.5425,0.93372,0.9337,1.0184,0.98629,0.98629,1.0184
-6,-6,26.9,0.69825,0.62135,0.59763,0.52945,0.92696,0.92693,1.011,0.9814,0.9814,1.011
-6,-6,27,0.70018,0.61803,0.60896,0.5269,0.92473,0.92471,1.0106,0.9735,0.97351,1.0106
-6,-6,27.1,0.69875,0.61553,0.59665,0.52918,0.92483,0.92482,1.0195,0.97708,0.97708,1.0195
-6,-6,27.2,0.69633,0.61458,0.57648,0.52776,0.92913,0.92912,1.0292,0.98365,0.98366,1.0292
-6,-6,27.3,0.69365,0.61464,0.5492,0.52523,0.93579,0.93578,1.0361,0.98873,0.98873,1.0361
-6,-6,27.4,0.68963,0.61395,0.51682,0.52534,0.94048,0.94046,1.0392,0.98962,0.98962,1.0392
-6,-6,27.5,0.68442,0.61236,0.49145,0.53371,0.94608,0.94606,1.0374,0.99038,0.99038,1.0374
-6,-6,27.6,0.67869,0.61012,0.47631,0.53951,0.94484,0.94482,1.0287,0.99349,0.99349,1.0287
-6,-6,27.7,0.67979,0.60495,0.47363,0.53609,0.94754,0.94752,1.0148,0.98497,0.98497,1.0148
-6,-6,27.8,0.68087,0.60416,0.4739,0.54643,0.95076,0.95074,1.0125,0.98156,0.98156,1.0125
-6,-6,27.9,0.67912,0.60745,0.47584,0.56,0.95231,0.95229,1.0178,0.98362,0.98363,1.0178
-6,-6,28,0.67637,0.61003,0.48487,0.56757,0.95644,0.95642,1.0225,0.9868,0.98681,1.0225
-6,-6,28.1,0.67345,0.61195,0.50333,0.57035,0.96201,0.96199,1.0242,0.99091,0.99091,1.0242
-6,-6,28.2,0.67016,0.61174,0.52702,0.57175,0.96696,0.96694,1.0232,0.9941,0.9941,1.0232
-6,-6,28.3,0.66654,0.60915,0.55082,0.5748,0.97197,0.97195,1.0195,1.0018,1.0018,1.0195
-6,-6,28.4,0.66174,0.60682,0.56135,0.57166,0.96856,0.96854,1.0124,1.0045,1.0045,1.0124
-6,-6,28.5,0.66297,0.60888,0.54386,0.55535,0.968,0.96799,1.0058,1.0034,1.0034,1.0058
-6,-6,28.6,0.66473,0.60985,0.50298,0.54886,0.96438,0.96437,1.0138,1.0137,1.0137,1.0138
-6,-6,28.7,0.66448,0.60858,0.45989,0.546,0.96149,0.96147,1.0249,1.0229,1.0229,1.025
-6,-6,28.8,0.66389,0.60705,0.42715,0.54129,0.96263,0.9626,1.0319,1.0325,1.0325,1.0319
-6,-6,28.9,0.66399,0.60641,0.40968,0.53504,0.96556,0.96554,1.0343,1.0424,1.0424,1.0343
-6,-6,29,0.66547,0.60777,0.41255,0.53023,0.96968,0.96966,1.0334,1.0526,1.0526,1.0334
-6,-6,29.1,0.667,0.61046,0.44161,0.52826,0.96957,0.96955,1.0303,1.0608,1.0608,1.0303
-6,-6,29.2,0.66786,0.61212,0.49794,0.52441,0.96075,0.96073,1.0218,1.0561,1.0561,1.0218
-6,-6,29.3,0.67359,0.60966,0.52709,0.50686,0.95642,0.9564,1.0173,1.0513,1.0513,1.0173
-6,-6,29.4,0.67712,0.60837,0.51992,0.49668,0.95061,0.9506,1.0262,1.0471,1.0471,1.0262
-6,-6,29.5,0.67775,0.61086,0.50391,0.49238,0.94795,0.94794,1.0344,1.0376,1.0376,1.0344
-6,-6,29.6,0.67791,0.61443,0.48858,0.49136,0.94841,0.94839,1.0371,1.0313,1.0313,1.0371
-6,-6,29.7,0.6791,0.61591,0.47564,0.49371,0.94969,0.94967,1.0353,1.0298,1.0298,1.0353
-6,-6,29.8,0.68204,0.61491,0.46834,0.50098,0.95171,0.95169,1.0304,1.0328,1.0328,1.0304
-6,-6,29.9,0.68506,0.61221,0.46421,0.5129,0.94753,0.9475,1.024,1.0346,1.0346,1.024
-6,-6,30,0.69018,0.6082,0.47002,0.52566,0.93923,0.93921,1.0157,1.0291,1.0291,1.0157
-6,-6,30.1,0.70043,0.60985,0.49612,0.52694,0.93726,0.93723,1.0164,1.0318,1.0318,1.0164
-6,-6,30.2,0.70679,0.61464,0.52409,0.53297,0.9332,0.93317,1.0265,1.0283,1.0283,1.0265
-6,-6,30.3,0.70935,0.61732,0.55413,0.5397,0.93256,0.93253,1.0339,1.023,1.023,1.0339
-6,-6,30.4,0.70984,0.61816,0.59071,0.54352,0.93475,0.93472,1.0355,1.0209,1.0209,1.0356
-6,-6,30.5,0.70948,0.61827,0.63139,0.54499,0.93956,0.93953,1.0332,1.0223,1.0223,1.0332
-6,-6,30.6,0.70827,0.61938,0.66839,0.54465,0.94443,0.94441,1.0294,1.0236,1.0236,1.0294
-6,-6,30.7,0.70552,0.62277,0.68202,0.5441,0.9433,0.94327,1.0256,1.0188,1.0188,1.0256
-6,-6,30.8,0.70544,0.62525,0.67598,0.54491,0.94096,0.94094,1.02,1.0092,1.0092,1.02
-6,-6,30.9,0.71053,0.62226,0.66289,0.53787,0.93966,0.93964,1.025,1.0029,1.0029,1.025
-6,-6,31,0.71311,0.61783,0.63294,0.53697,0.93743,0.93741,1.0338,0.98962,0.98962,1.0338
-6,-6,31.1,0.71266,0.61585,0.60866,0.53998,0.9394,0.93938,1.0386,0.98106,0.98106,1.0386
-6,-6,31.2,0.71082,0.61638,0.59895,0.54149,0.94468,0.94466,1.0385,0.97661,0.9766,1.0385
-6,-6,31.3,0.70845,0.61801,0.60164,0.54084,0.95265,0.95262,1.0349,0.97514,0.97513,1.0349
-6,-6,31.4,0.70516,0.61856,0.60738,0.53702,0.95867,0.95865,1.0298,0.97538,0.97538,1.0298
-6,-6,31.5,0.70006,0.61675,0.60181,0.53073,0.95602,0.956,1.0238,0.97344,0.97344,1.0238
-6,-6,31.6,0.69791,0.61261,0.56941,0.52575,0.95648,0.95645,1.0209,0.9792,0.97921,1.0209
-6,-6,31.7,0.69939,0.61127,0.50563,0.51365,0.95497,0.95495,1.0295,0.98079,0.9808,1.0295
-6,-6,31.8,0.69901,0.61498,0.44361,0.51095,0.95537,0.95535,1.0402,0.98052,0.98053,1.0402
-6,-6,31.9,0.69618,0.61802,0.4063,0.51797,0.95882,0.9588,1.0461,0.98494,0.98494,1.0461
-6,-6,32,0.69241,0.61747,0.38951,0.52747,0.96486,0.96483,1.0465,0.9902,0.9902,1.0465
-6.5,-6.5,1,0.60751,0.55449,0.42375,1.0712,0.9015,0.9015,0.85114,1.0251,1.0251,0.85114
-6.5,-6.5,1.1,0.64534,0.5697,0.44844,1.1137,0.86592,0.86592,0.83119,1.0301,1.0301,0.83119
-6.5,-6.5,1.2,0.67925,0.58864,0.46873,1.149,0.81138,0.81138,0.83544,1.0087,1.0087,0.83544
-6.5,-6.5,1.3,0.70556,0.61157,0.48463,1.1701,0.73537,0.73537,0.85956,0.95645,0.95645,0.85956
-6.5,-6.5,1.4,0.7187,0.62729,0.49823,1.1673,0.6397,0.6397,0.89609,0.9181,0.9181,0.89609
-6.5,-6.5,1.5,0.7165,0.62741,0.51649,1.1366,0.53967,0.53967,0.93807,0.9581,0.9581,0.93807
-6.5,-6.5,1.6,0.70468,0.62718,0.54404,1.0877,0.4609,0.4609,0.97863,1.0754,1.0754,0.97863
-6.5,-6.5,1.7,0.69244,0.64479,0.5744,1.0386,0.41902,0.41902,1.0101,1.2095,1.2095,1.0101
-6.5,-6.5,1.8,0.686,0.67072,0.60039,1.0046,0.41068,0.41068,1.0242,1.3116,1.3116,1.0242
-6.5,-6.5,1.9,0.68793,0.69021,0.62036,0.99271,0.42335,0.42335,1.0132,1.364,1.364,1.0132
-6.5,-6.5,2,0.69861,0.69503,0.63542,1.0014,0.44422,0.44422,0.97293,1.3677,1.3677,0.97293
-6.5,-6.5,2.1,0.71599,0.68507,0.64706,1.0196,0.46246,0.46246,0.91394,1.3316,1.3316,0.91394
-6.5,-6.5,2.2,0.7336,0.66922,0.65645,1.025,0.47064,0.47064,0.87913,1.2694,1.2694,0.87913
-6.5,-6.5,2.3,0.74233,0.66788,0.66436,0.99517,0.4703,0.4703,0.92778,1.1945,1.1945,0.92778
-6.5,-6.5,2.4,0.73945,0.67652,0.67119,0.93255,0.47416,0.47416,1.0588,1.1097,1.1097,1.0588
-6.5,-6.5,2.5,0.73176,0.67656,0.67685,0.86525,0.49314,0.49314,1.2039,1.0082,1.0082,1.2039
-6.5,-6.5,2.6,0.72738,0.67039,0.68057,0.819,0.5265,0.5265,1.3126,0.89595,0.89595,1.3126
-6.5,-6.5,2.7,0.73053,0.66416,0.68023,0.80425,0.56756,0.56756,1.3737,0.79829,0.79829,1.3737
-6.5,-6.5,2.8,0.7424,0.66358,0.67123,0.82113,0.60707,0.60707,1.3902,0.7575,0.7575,1.3902
-6.5,-6.5,2.9,0.7621,0.6711,0.64586,0.86212,0.63521,0.63521,1.3682,0.81875,0.81875,1.3682
-6.5,-6.5,3,0.78576,0.68054,0.59954,0.90483,0.63592,0.63592,1.3224,0.96143,0.96143,1.3224
-6.5,-6.5,3.1,0.80393,0.67927,0.55352,0.90932,0.60911,0.6091,1.2844,1.0711,1.0711,1.2844
-6.5,-6.5,3.2,0.80883,0.6626,0.54297,0.85793,0.60355,0.60355,1.2711,1.0701,1.0701,1.2711
-6.5,-6.5,3.3,0.80352,0.64658,0.55024,0.78017,0.64995,0.64995,1.2603,0.99591,0.99591,1.2603
-6.5,-6.5,3.4,0.79146,0.6455,0.54244,0.7044,0.7191,0.7191,1.2356,0.91509,0.91509,1.2356
-6.5,-6.5,3.5,0.77217,0.65284,0.50767,0.63809,0.77998,0.77998,1.1964,0.85729,0.85729,1.1964
-6.5,-6.5,3.6,0.74492,0.6568,0.44378,0.58448,0.8161,0.8161,1.146,0.82864,0.82864,1.146
-6.5,-6.5,3.7,0.71213,0.64966,0.35332,0.55658,0.81618,0.81618,1.0904,0.84449,0.84449,1.0904
-6.5,-6.5,3.8,0.68105,0.62868,0.37078,0.57018,0.76848,0.76848,1.0531,0.91536,0.91536,1.0531
-6.5,-6.5,3.9,0.65671,0.60773,0.434,0.59849,0.6885,0.6885,1.079,0.96131,0.96131,1.079
-6.5,-6.5,4,0.64344,0.61839,0.51246,0.58203,0.65297,0.65297,1.1412,0.90252,0.90252,1.1412
-6.5,-6.5,4.1,0.63286,0.63699,0.56265,0.53213,0.68077,0.68077,1.1627,0.83251,0.83251,1.1627
-6.5,-6.5,4.2,0.62082,0.6432,0.58313,0.48344,0.72804,0.72804,1.1442,0.82357,0.82357,1.1442
-6.5,-6.5,4.3,0.60659,0.63822,0.58807,0.44338,0.7719,0.7719,1.1121,0.87181,0.87181,1.1121
-6.5,-6.5,4.4,0.58905,0.6267,0.58652,0.40682,0.80458,0.80458,1.0824,0.96341,0.96341,1.0824
-6.5,-6.5,4.5,0.56846,0.61793,0.58896,0.37396,0.81797,0.81797,1.063,1.0895,1.0895,1.063
-6.5,-6.5,4.6,0.55316,0.62324,0.62179,0.37444,0.79622,0.79622,1.076,1.2192,1.2192,1.076
-6.5,-6.5,4.7,0.55859,0.63676,0.70235,0.44067,0.74022,0.74022,1.1639,1.2565,1.2565,1.1639
-6.5,-6.5,4.8,0.57842,0.63141,0.75295,0.49201,0.72797,0.72797,1.2335,1.1899,1.1899,1.2335
-6.5,-6.5,4.9,0.58611,0.61393,0.74884,0.50159,0.76379,0.76379,1.2218,1.142,1.142,1.2218
-6.5,-6.5,5,0.58454,0.60143,0.72595,0.50697,0.80103,0.80103,1.1781,1.1169,1.1169,1.1781
-6.5,-6.5,5.1,0.57737,0.59856,0.69706,0.5209,0.82679,0.82679,1.1334,1.0975,1.0975,1.1334
-6.5,-6.5,5.2,0.56576,0.59913,0.66416,0.53901,0.83608,0.83608,1.0963,1.0942,1.0942,1.0963
-6.5,-6.5,5.3,0.55431,0.59953,0.63129,0.54874,0.81962,0.81962,1.0649,1.1234,1.1234,1.0649
-6.5,-6.5,5.4,0.55632,0.59895,0.60842,0.54863,0.7553,0.7553,1.0425,1.1546,1.1546,1.0425
-6.5,-6.5,5.5,0.57688,0.58717,0.6032,0.60715,0.64769,0.64769,1.0554,1.0755,1.0755,1.0554
-6.5,-6.5,5.6,0.59699,0.58584,0.60977,0.68579,0.63656,0.63656,1.0516,0.99599,0.99599,1.0516
-6.5,-6.5,5.7,0.61474,0.59916,0.61343,0.7143,0.67727,0.67727,1.0151,1.0037,1.0037,1.0151
-6.5,-6.5,5.8,0.6323,0.61274,0.60179,0.72192,0.71865,0.71865,0.97767,1.0277,1.0277,0.97767
-6.5,-6.5,5.9,0.64621,0.62021,0.56934,0.7247,0.75477,0.75477,0.94722,1.0527,1.0527,0.94722
-6.5,-6.5,6,0.65456,0.61834,0.5168,0.72751,0.77836,0.77836,0.92429,1.0835,1.0835,0.92429
-6.5,-6.5,6.1,0.65702,0.60936,0.44788,0.72332,0.77826,0.77826,0.91212,1.1222,1.1222,0.91212
-6.5,-6.5,6.2,0.65316,0.60737,0.35833,0.69208,0.73906,0.73906,0.93555,1.1248,1.1248,0.93555
-6.5,-6.5,6.3,0.65443,0.62212,0.40132,0.68991,0.71525,0.71525,0.99541,1.0151,1.0151,0.99541
-6.5,-6.5,6.4,0.67093,0.62737,0.48504,0.72706,0.75921,0.75921,0.97431,0.98042,0.98042,0.97431
-6.5,-6.5,6.5,0.68357,0.62767,0.52739,0.73156,0.79909,0.79909,0.94202,0.97937,0.97937,0.94202
-6.5,-6.5,6.6,0.69043,0.62566,0.55019,0.72129,0.83539,0.83539,0.92348,0.97018,0.97018,0.92348
-6.5,-6.5,6.7,0.69161,0.62929,0.56439,0.70826,0.86791,0.86791,0.91929,0.95935,0.95935,0.91929
-6.5,-6.5,6.8,0.68826,0.63926,0.57732,0.70048,0.89056,0.89056,0.92686,0.95465,0.95465,0.92686
-6.5,-6.5,6.9,0.68191,0.65079,0.59472,0.69647,0.89412,0.89412,0.94154,0.94933,0.94933,0.94154
-6.5,-6.5,7,0.67638,0.65436,0.6548,0.67203,0.8637,0.8637,0.97361,0.90158,0.90158,0.97361
-6.5,-6.5,7.1,0.69721,0.64218,0.79044,0.67246,0.8491,0.8491,0.98774,0.8639,0.8639,0.98774
-6.5,-6.5,7.2,0.72026,0.63339,0.8315,0.69181,0.87027,0.87027,0.96981,0.88206,0.88206,0.96981
-6.5,-6.5,7.3,0.73666,0.63308,0.83446,0.69693,0.8947,0.8947,0.96588,0.9064,0.9064,0.96588
-6.5,-6.5,7.4,0.74941,0.63952,0.81916,0.69971,0.92172,0.92172,0.97097,0.94111,0.94111,0.97097
-6.5,-6.5,7.5,0.75723,0.64485,0.78704,0.70295,0.94409,0.94409,0.97747,0.97949,0.97949,0.97747
-6.5,-6.5,7.6,0.75728,0.64249,0.74059,0.70773,0.95031,0.95031,0.9815,1.0111,1.0111,0.9815
-6.5,-6.5,7.7,0.74777,0.63008,0.68824,0.71196,0.92553,0.92553,0.98722,1.0101,1.0101,0.98722
-6.5,-6.5,7.8,0.74169,0.6148,0.6824,0.69717,0.85093,0.85093,1.0045,0.96462,0.96462,1.0045
-6.5,-6.5,7.9,0.75953,0.62166,0.69716,0.69754,0.83051,0.83051,0.98579,0.97487,0.97487,0.98579
-6.5,-6.5,8,0.76352,0.63331,0.68269,0.68675,0.83718,0.83718,0.9706,0.9701,0.9701,0.9706
-6.5,-6.5,8.1,0.76175,0.64197,0.66594,0.66529,0.85229,0.85229,0.96314,0.98528,0.98528,0.96314
-6.5,-6.5,8.2,0.75678,0.64274,0.64033,0.64491,0.87054,0.87054,0.96006,1.0175,1.0175,0.96006
-6.5,-6.5,8.3,0.74728,0.6359,0.59977,0.6288,0.88428,0.88428,0.9608,1.0514,1.0514,0.9608
-6.5,-6.5,8.4,0.7309,0.62686,0.5442,0.61632,0.88464,0.88464,0.96521,1.0716,1.0716,0.96521
-6.5,-6.5,8.5,0.70719,0.6244,0.48144,0.60325,0.85672,0.85672,0.97786,1.0519,1.0519,0.97786
-6.5,-6.5,8.6,0.69629,0.62798,0.42568,0.58979,0.82616,0.82616,0.97104,1.0456,1.0456,0.97104
-6.5,-6.5,8.7,0.69194,0.62729,0.38788,0.59266,0.83737,0.83736,0.94954,1.0329,1.0329,0.94954
-6.5,-6.5,8.8,0.68422,0.62086,0.36671,0.57885,0.85892,0.85892,0.9469,1.0323,1.0323,0.9469
-6.5,-6.5,8.9,0.67544,0.61489,0.35562,0.55772,0.8905,0.8905,0.95433,1.0589,1.0589,0.95433
-6.5,-6.5,9,0.66578,0.61662,0.35358,0.54085,0.92484,0.92484,0.96681,1.0893,1.0893,0.96681
-6.5,-6.5,9.1,0.65401,0.6224,0.37329,0.53265,0.95506,0.95506,0.9802,1.108,1.108,0.9802
-6.5,-6.5,9.2,0.63837,0.6255,0.42452,0.53158,0.97094,0.97094,0.99193,1.1039,1.1039,0.99193
-6.5,-6.5,9.3,0.62123,0.62172,0.51987,0.52864,0.95813,0.95813,0.99967,1.0803,1.0803,0.99967
-6.5,-6.5,9.4,0.61784,0.61248,0.63644,0.54681,0.96064,0.96064,0.98578,1.0605,1.0605,0.98578
-6.5,-6.5,9.5,0.61833,0.60665,0.7161,0.57092,0.96401,0.96401,0.98287,1.0347,1.0347,0.98287
-6.5,-6.5,9.6,0.6183,0.60841,0.75495,0.58241,0.97857,0.97857,0.99081,1.0384,1.0384,0.99081
-6.5,-6.5,9.7,0.61732,0.6116,0.76426,0.58707,0.99862,0.99862,1.0003,1.0491,1.0491,1.0003
-6.5,-6.5,9.8,0.61613,0.61084,0.7551,0.59305,1.0161,1.0161,1.0055,1.0498,1.0498,1.0055
-6.5,-6.5,9.9,0.61378,0.60367,0.73501,0.60281,1.0252,1.0252,1.0068,1.0355,1.0355,1.0068
-6.5,-6.5,10,0.60962,0.59243,0.71511,0.612,1.0143,1.0143,1.0091,1.0053,1.0053,1.0091
-6.5,-6.5,10.1,0.61454,0.58981,0.74191,0.61568,0.98827,0.98827,0.9983,0.9805,0.9805,0.9983
-6.5,-6.5,10.2,0.62918,0.60028,0.77552,0.6284,0.96212,0.96212,0.98647,0.94173,0.94173,0.98647
-6.5,-6.5,10.3,0.64564,0.60789,0.79038,0.64424,0.95078,0.95077,0.97975,0.94725,0.94725,0.97975
-6.5,-6.5,10.4,0.65861,0.60866,0.77726,0.65216,0.96276,0.96276,0.97929,0.97559,0.97559,0.97929
-6.5,-6.5,10.5,0.66893,0.60809,0.74978,0.65162,0.98021,0.98021,0.98354,0.9968,0.9968,0.98354
-6.5,-6.5,10.6,0.67729,0.60889,0.71224,0.64551,0.99338,0.99338,0.98896,1.009,1.009,0.98896
-6.5,-6.5,10.7,0.68146,0.61611,0.66447,0.63539,0.99666,0.99666,0.99342,1.0112,1.0112,0.99342
-6.5,-6.5,10.8,0.68108,0.62632,0.61555,0.62068,0.984,0.984,0.99219,1.0105,1.0105,0.99219
-6.5,-6.5,10.9,0.68458,0.63189,0.57096,0.60594,0.96662,0.96662,0.98084,0.99085,0.99085,0.98084
-6.5,-6.5,11,0.69211,0.62674,0.53168,0.59182,0.94054,0.94054,0.97304,0.98335,0.98335,0.97304
-6.5,-6.5,11.1,0.7024,0.61605,0.50437,0.58821,0.93603,0.93603,0.98029,1.0008,1.0008,0.98029
-6.5,-6.5,11.2,0.70964,0.61531,0.48637,0.589,0.94947,0.94947,0.99857,1.0014,1.0014,0.99857
-6.5,-6.5,11.3,0.71503,0.62313,0.47511,0.58987,0.96483,0.96483,1.0157,0.98697,0.98697,1.0157
-6.5,-6.5,11.4,0.71861,0.63126,0.47219,0.59048,0.97728,0.97728,1.027,0.97087,0.97087,1.027
-6.5,-6.5,11.5,0.71792,0.6342,0.48112,0.58881,0.98155,0.98155,1.0334,0.95929,0.95929,1.0334
-6.5,-6.5,11.6,0.71515,0.63083,0.50161,0.58756,0.97984,0.97984,1.0331,0.94459,0.94459,1.0331
-6.5,-6.5,11.7,0.70986,0.62486,0.52745,0.58749,0.96153,0.96153,1.0312,0.93802,0.93802,1.0312
-6.5,-6.5,11.8,0.71121,0.62661,0.53889,0.58411,0.93912,0.93912,1.0251,0.97164,0.97164,1.0251
-6.5,-6.5,11.9,0.71868,0.63424,0.51801,0.58606,0.94937,0.94937,1.0282,1.0004,1.0004,1.0282
-6.5,-6.5,12,0.72373,0.63733,0.49454,0.5943,0.97513,0.97513,1.039,1.0053,1.0053,1.039
-6.5,-6.5,12.1,0.72755,0.63588,0.48308,0.60371,0.99724,0.99724,1.0471,1.0127,1.0127,1.0471
-6.5,-6.5,12.2,0.73045,0.63148,0.48174,0.6108,1.0114,1.0114,1.051,1.0222,1.0222,1.051
-6.5,-6.5,12.3,0.73152,0.62743,0.49762,0.61129,1.017,1.017,1.0494,1.0245,1.0245,1.0494
-6.5,-6.5,12.4,0.72801,0.62616,0.53404,0.60799,1.0104,1.0103,1.0453,1.0185,1.0185,1.0453
-6.5,-6.5,12.5,0.72176,0.62809,0.60275,0.60301,0.9835,0.9835,1.0374,1.0277,1.0277,1.0374
-6.5,-6.5,12.6,0.72401,0.62595,0.6765,0.59853,0.96823,0.96823,1.0287,1.0581,1.0581,1.0287
-6.5,-6.5,12.7,0.72854,0.62156,0.6797,0.59438,0.99978,0.99978,1.0386,1.0407,1.0407,1.0386
-6.5,-6.5,12.8,0.72446,0.61984,0.65161,0.5854,1.0275,1.0275,1.0551,1.0165,1.0165,1.0551
-6.5,-6.5,12.9,0.71718,0.6221,0.62135,0.57192,1.0447,1.0447,1.0634,1.0101,1.0101,1.0634
-6.5,-6.5,13,0.70989,0.6275,0.59227,0.55854,1.0561,1.0561,1.0621,1.0121,1.0121,1.0621
-6.5,-6.5,13.1,0.70288,0.63128,0.5649,0.54696,1.0635,1.0635,1.0547,1.0145,1.0145,1.0547
-6.5,-6.5,13.2,0.69473,0.62994,0.54234,0.53788,1.0587,1.0587,1.047,1.0232,1.0232,1.047
-6.5,-6.5,13.3,0.68884,0.62495,0.53694,0.52558,1.0388,1.0388,1.0417,1.0526,1.0526,1.0417
-6.5,-6.5,13.4,0.69409,0.62012,0.54481,0.52117,1.035,1.035,1.0448,1.0803,1.0803,1.0448
-6.5,-6.5,13.5,0.69651,0.61891,0.53265,0.53859,1.0556,1.0556,1.0633,1.0605,1.0605,1.0633
-6.5,-6.5,13.6,0.69128,0.6203,0.52595,0.54816,1.0664,1.0664,1.0771,1.0525,1.0525,1.0771
-6.5,-6.5,13.7,0.6834,0.61946,0.53429,0.54925,1.0702,1.0702,1.082,1.0553,1.0553,1.082
-6.5,-6.5,13.8,0.6753,0.61497,0.55786,0.54674,1.0703,1.0703,1.081,1.0583,1.0583,1.081
-6.5,-6.5,13.9,0.66668,0.60821,0.58683,0.5457,1.0629,1.0629,1.0773,1.0607,1.0607,1.0773
-6.5,-6.5,14,0.65686,0.60456,0.60672,0.54816,1.0433,1.0433,1.0722,1.063,1.063,1.0722
-6.5,-6.5,14.1,0.6489,0.6093,0.6062,0.54616,1.0083,1.0083,1.0619,1.0687,1.0687,1.0619
-6.5,-6.5,14.2,0.65384,0.61254,0.58456,0.55516,0.99434,0.99434,1.0564,1.0372,1.0372,1.0564
-6.5,-6.5,14.3,0.65642,0.60925,0.55637,0.59152,1.0008,1.0008,1.0695,0.99574,0.99574,1.0695
-6.5,-6.5,14.4,0.65473,0.60595,0.53751,0.61751,1.0047,1.0047,1.0734,0.97468,0.97468,1.0734
-6.5,-6.5,14.5,0.65265,0.60319,0.53162,0.63244,1.0083,1.0083,1.0672,0.96369,0.96368,1.0672
-6.5,-6.5,14.6,0.65145,0.60237,0.53491,0.64041,1.0083,1.0083,1.0557,0.96123,0.96123,1.0557
-6.5,-6.5,14.7,0.65073,0.60605,0.54131,0.64484,1.0021,1.0021,1.0431,0.96787,0.96787,1.0431
-6.5,-6.5,14.8,0.64885,0.60988,0.54637,0.64572,0.98546,0.98546,1.0324,0.98701,0.98701,1.0324
-6.5,-6.5,14.9,0.64736,0.60661,0.54806,0.63089,0.95962,0.95962,1.0247,1.0038,1.0038,1.0247
-6.5,-6.5,15,0.65523,0.59962,0.50737,0.61484,0.96905,0.96904,1.0307,0.98003,0.98003,1.0307
-6.5,-6.5,15.1,0.66016,0.59906,0.4632,0.61365,0.98269,0.98268,1.0388,0.9729,0.9729,1.0388
-6.5,-6.5,15.2,0.66267,0.60586,0.43764,0.60637,0.9932,0.9932,1.035,0.96615,0.96615,1.035
-6.5,-6.5,15.3,0.66562,0.61424,0.42409,0.59714,1.0015,1.0015,1.0249,0.96144,0.96144,1.0249
-6.5,-6.5,15.4,0.67007,0.61974,0.41785,0.59001,1.0069,1.0069,1.0148,0.96135,0.96135,1.0148
-6.5,-6.5,15.5,0.67547,0.62054,0.41801,0.58635,1.0087,1.0087,1.0085,0.96753,0.96753,1.0085
-6.5,-6.5,15.6,0.6801,0.61764,0.42828,0.58512,1.0021,1.0021,1.0064,0.98064,0.98064,1.0064
-6.5,-6.5,15.7,0.6853,0.61769,0.46044,0.57149,0.99627,0.99627,1.006,0.97623,0.97623,1.006
-6.5,-6.5,15.8,0.69478,0.62297,0.47442,0.56185,1.0223,1.0223,1.0179,0.96902,0.96902,1.0179
-6.5,-6.5,15.9,0.69802,0.62586,0.48556,0.55505,1.0412,1.0412,1.0241,0.97238,0.97238,1.0241
-6.5,-6.5,16,0.69775,0.62562,0.50798,0.5416,1.0573,1.0573,1.0226,0.97602,0.97602,1.0226
-6.5,-6.5,16.1,0.69755,0.62334,0.54041,0.52955,1.0694,1.0694,1.0186,0.9867,0.9867,1.0186
-6.5,-6.5,16.2,0.69935,0.62111,0.57664,0.52575,1.0757,1.0757,1.0146,1.0059,1.0059,1.0146
-6.5,-6.5,16.3,0.70296,0.62209,0.60633,0.53302,1.0736,1.0736,1.0112,1.031,1.031,1.0112
-6.5,-6.5,16.4,0.70654,0.62523,0.61822,0.549,1.0566,1.0566,1.0075,1.0502,1.0502,1.0075
-6.5,-6.5,16.5,0.71504,0.62357,0.63325,0.55901,1.0477,1.0477,1.0104,1.0459,1.0459,1.0104
-6.5,-6.5,16.6,0.72654,0.61827,0.64943,0.57695,1.0561,1.0561,1.0189,1.0491,1.0491,1.0189
