x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector 1","Electric field norm (V/m), Detector 2p","Electric field norm (V/m), Detector 2n","Electric field norm (V/m), Boundary Probe 3n","Electric field norm (V/m), Boundary Probe 4n","Electric field norm (V/m), Boundary Probe 4p","Electric field norm (V/m), Boundary Probe 3p"
-7,-7,22.6,0.69765,0.61798,0.51949,0.4581,1.0428,1.0428,1.0076,1.022,1.022,1.0076
-7,-7,22.7,0.69344,0.61571,0.47842,0.45961,1.047,1.047,1.0018,1.0293,1.0293,1.0018
-7,-7,22.8,0.68565,0.61114,0.42264,0.46555,1.0446,1.0446,1.0003,1.0278,1.0278,1.0003
-7,-7,22.9,0.68358,0.60981,0.36923,0.46784,1.0544,1.0544,1.0029,1.0274,1.0274,1.0028
-7,-7,23,0.68322,0.6103,0.33359,0.47391,1.0653,1.0653,1.006,1.0172,1.0172,1.006
-7,-7,23.1,0.68212,0.61102,0.39591,0.4868,1.075,1.075,1.0045,1.0041,1.0041,1.0045
-7,-7,23.2,0.68007,0.61148,0.43209,0.49822,1.0825,1.0825,0.99998,0.99496,0.99496,0.99998
-7,-7,23.3,0.6771,0.61181,0.44334,0.50771,1.0874,1.0874,0.99597,0.9894,0.9894,0.99597
-7,-7,23.4,0.67301,0.61131,0.43425,0.51656,1.0889,1.0889,0.99418,0.98581,0.98581,0.99418
-7,-7,23.5,0.66676,0.60967,0.41298,0.52437,1.085,1.085,0.99428,0.98213,0.98213,0.99428
-7,-7,23.6,0.65812,0.60752,0.42063,0.53145,1.0758,1.0758,0.99446,0.97983,0.97983,0.99446
-7,-7,23.7,0.65791,0.60418,0.52181,0.53207,1.0761,1.0761,0.99565,0.98072,0.98072,0.99565
-7,-7,23.8,0.66041,0.60123,0.60363,0.53055,1.0734,1.0734,0.99443,0.98193,0.98193,0.99443
-7,-7,23.9,0.66242,0.60144,0.64673,0.53404,1.0735,1.0735,0.99112,0.98733,0.98733,0.99112
-7,-7,24,0.66431,0.60481,0.66606,0.53645,1.075,1.075,0.98817,0.9925,0.9925,0.98817
-7,-7,24.1,0.66618,0.60877,0.66856,0.53494,1.0761,1.0761,0.98722,0.9972,0.9972,0.98722
-7,-7,24.2,0.66717,0.61228,0.65222,0.52973,1.0751,1.0751,0.98848,1.0014,1.0014,0.98848
-7,-7,24.3,0.66542,0.61315,0.61669,0.52156,1.0688,1.0688,0.99112,1.0039,1.0039,0.99112
-7,-7,24.4,0.66189,0.6104,0.59285,0.51281,1.0589,1.0589,0.99567,1.0076,1.0076,0.99567
-7,-7,24.5,0.66691,0.6118,0.6095,0.50088,1.0486,1.0486,0.99934,1.0064,1.0064,0.99934
-7,-7,24.6,0.67318,0.61458,0.60988,0.487,1.0399,1.0399,0.99763,1.012,1.012,0.99763
-7,-7,24.7,0.67824,0.61488,0.59647,0.48196,1.0384,1.0384,0.99566,1.0158,1.0158,0.99566
-7,-7,24.8,0.68324,0.61403,0.58086,0.48078,1.0397,1.0397,0.9962,1.0179,1.0179,0.9962
-7,-7,24.9,0.6883,0.61301,0.55924,0.47949,1.0404,1.0404,0.99862,1.0202,1.0202,0.99862
-7,-7,25,0.69212,0.61169,0.52559,0.47827,1.0382,1.0382,1.0023,1.0218,1.0218,1.0023
-7,-7,25.1,0.69197,0.61092,0.48177,0.47855,1.0297,1.0297,1.0069,1.0236,1.0236,1.0069
-7,-7,25.2,0.69133,0.61154,0.44625,0.48277,1.021,1.021,1.0116,1.0246,1.0246,1.0116
-7,-7,25.3,0.69542,0.61223,0.41961,0.48364,1.0142,1.0142,1.0095,1.0304,1.0304,1.0095
-7,-7,25.4,0.70127,0.61302,0.39811,0.48357,1.0176,1.0176,1.0037,1.0398,1.0398,1.0037
-7,-7,25.5,0.70608,0.61568,0.38283,0.49118,1.0262,1.0262,1.0008,1.04,1.04,1.0009
-7,-7,25.6,0.71048,0.61916,0.37555,0.50098,1.035,1.0349,1.0002,1.0375,1.0375,1.0002
-7,-7,25.7,0.71427,0.6216,0.3741,0.50866,1.0422,1.0422,1.0006,1.0337,1.0337,1.0006
-7,-7,25.8,0.71613,0.62317,0.37678,0.51286,1.046,1.046,1.0015,1.0281,1.0281,1.0015
-7,-7,25.9,0.71419,0.62305,0.38988,0.51482,1.0443,1.0443,1.0031,1.022,1.022,1.0031
-7,-7,26,0.71291,0.62026,0.42772,0.51796,1.0445,1.0445,1.005,1.0146,1.0146,1.005
-7,-7,26.1,0.71368,0.61756,0.48819,0.51199,1.0477,1.0477,1,1.0173,1.0173,1
-7,-7,26.2,0.71452,0.61758,0.53087,0.5024,1.0613,1.0613,0.99726,1.0149,1.0149,0.99726
-7,-7,26.3,0.71237,0.61824,0.55028,0.49651,1.0737,1.0737,1.0016,1.0075,1.0075,1.0016
-7,-7,26.4,0.70926,0.61863,0.55594,0.49078,1.0835,1.0835,1.0075,0.99949,0.99949,1.0075
-7,-7,26.5,0.70627,0.61905,0.55097,0.48489,1.0902,1.0902,1.0119,0.99161,0.99161,1.0119
-7,-7,26.6,0.70276,0.61921,0.53683,0.47941,1.0917,1.0917,1.015,0.98544,0.98544,1.015
-7,-7,26.7,0.69803,0.61915,0.52534,0.47706,1.0875,1.0874,1.0186,0.98003,0.98003,1.0186
-7,-7,26.8,0.69564,0.62131,0.54897,0.47918,1.0786,1.0786,1.0183,0.9831,0.98311,1.0183
-7,-7,26.9,0.69824,0.62134,0.5976,0.47301,1.073,1.073,1.01,0.98898,0.98898,1.01
-7,-7,27,0.70018,0.61802,0.60893,0.46627,1.0773,1.0773,1.0071,0.98706,0.98706,1.0071
-7,-7,27.1,0.69874,0.61553,0.59661,0.46462,1.0835,1.0835,1.0107,0.98928,0.98928,1.0107
-7,-7,27.2,0.69633,0.61458,0.57645,0.46298,1.0896,1.0896,1.0138,0.99184,0.99184,1.0138
-7,-7,27.3,0.69365,0.61464,0.54917,0.46205,1.0925,1.0925,1.0139,0.99261,0.99261,1.0139
-7,-7,27.4,0.68962,0.61395,0.5168,0.4637,1.089,1.0889,1.0115,0.9922,0.9922,1.0115
-7,-7,27.5,0.68441,0.61236,0.49144,0.47338,1.0809,1.0809,1.0084,0.9918,0.9918,1.0084
-7,-7,27.6,0.67868,0.61012,0.47629,0.48731,1.0669,1.0669,1.0027,0.99957,0.99957,1.0027
-7,-7,27.7,0.67979,0.60495,0.47361,0.4932,1.0624,1.0624,0.99691,0.99888,0.99889,0.99692
-7,-7,27.8,0.68086,0.60416,0.47388,0.50114,1.0649,1.0648,1.0017,0.99727,0.99728,1.0017
-7,-7,27.9,0.67911,0.60745,0.47582,0.5123,1.0685,1.0684,1.011,1.0001,1.0001,1.011
-7,-7,28,0.67637,0.61003,0.48484,0.52001,1.0723,1.0723,1.0178,1.0044,1.0044,1.0178
-7,-7,28.1,0.67345,0.61195,0.5033,0.52339,1.0739,1.0739,1.0214,1.01,1.01,1.0214
-7,-7,28.2,0.67015,0.61174,0.52698,0.52304,1.0717,1.0717,1.0233,1.0157,1.0157,1.0233
-7,-7,28.3,0.66653,0.60915,0.55079,0.52341,1.0662,1.0662,1.0235,1.0257,1.0257,1.0235
-7,-7,28.4,0.66174,0.60682,0.56133,0.52177,1.056,1.056,1.0198,1.0349,1.0349,1.0198
-7,-7,28.5,0.66297,0.60888,0.54385,0.51047,1.0563,1.0563,1.0162,1.0364,1.0364,1.0162
-7,-7,28.6,0.66473,0.60984,0.50298,0.49948,1.0599,1.0599,1.0216,1.0401,1.0401,1.0216
-7,-7,28.7,0.66448,0.60858,0.4599,0.49311,1.0649,1.0649,1.0277,1.04,1.04,1.0277
-7,-7,28.8,0.66388,0.60705,0.42716,0.48851,1.0699,1.0699,1.0307,1.0388,1.0388,1.0307
-7,-7,28.9,0.66398,0.60641,0.40968,0.48414,1.0721,1.0721,1.0306,1.0371,1.0371,1.0306
-7,-7,29,0.66547,0.60777,0.41254,0.47991,1.0705,1.0705,1.0285,1.0344,1.0344,1.0285
-7,-7,29.1,0.667,0.61046,0.4416,0.47701,1.0614,1.0614,1.0251,1.03,1.03,1.0251
-7,-7,29.2,0.66786,0.61212,0.49793,0.47292,1.0477,1.0477,1.0203,1.0165,1.0165,1.0203
-7,-7,29.3,0.67359,0.60966,0.52708,0.46029,1.0501,1.0501,1.0198,1.0072,1.0072,1.0198
-7,-7,29.4,0.67711,0.60837,0.51991,0.44632,1.0575,1.0575,1.0254,1.002,1.002,1.0254
-7,-7,29.5,0.67775,0.61086,0.50391,0.43841,1.0667,1.0667,1.0296,0.99987,0.99988,1.0296
-7,-7,29.6,0.67791,0.61443,0.48858,0.43787,1.0745,1.0745,1.0306,1.0027,1.0027,1.0306
-7,-7,29.7,0.6791,0.61591,0.47564,0.44333,1.0786,1.0786,1.0297,1.0069,1.0069,1.0297
-7,-7,29.8,0.68204,0.61491,0.46833,0.45355,1.0781,1.0781,1.0277,1.0105,1.0105,1.0277
-7,-7,29.9,0.68507,0.61222,0.4642,0.46686,1.0694,1.0694,1.0261,1.0084,1.0084,1.0261
-7,-7,30,0.69018,0.6082,0.47001,0.48116,1.0639,1.0639,1.0244,0.99838,0.99838,1.0244
-7,-7,30.1,0.70044,0.60985,0.4961,0.48731,1.0733,1.0732,1.0262,0.99512,0.99512,1.0262
-7,-7,30.2,0.7068,0.61464,0.52406,0.48831,1.0818,1.0817,1.0308,0.98815,0.98815,1.0308
-7,-7,30.3,0.70936,0.61732,0.5541,0.48875,1.0898,1.0898,1.033,0.98523,0.98523,1.033
-7,-7,30.4,0.70985,0.61817,0.59066,0.48828,1.0958,1.0958,1.0318,0.9854,0.9854,1.0318
-7,-7,30.5,0.70949,0.61827,0.63133,0.48627,1.0988,1.0988,1.0288,0.98597,0.98597,1.0287
-7,-7,30.6,0.70828,0.61938,0.66832,0.48275,1.0968,1.0968,1.0251,0.98472,0.98472,1.0251
-7,-7,30.7,0.70553,0.62278,0.68194,0.47802,1.0871,1.0871,1.0207,0.98065,0.98065,1.0207
-7,-7,30.8,0.70545,0.62525,0.67591,0.47857,1.083,1.083,1.0175,0.98283,0.98283,1.0175
-7,-7,30.9,0.71054,0.62226,0.66282,0.47626,1.0842,1.0841,1.0188,0.98808,0.98808,1.0188
-7,-7,31,0.71312,0.61783,0.63289,0.47193,1.0863,1.0862,1.022,0.9953,0.9953,1.022
-7,-7,31.1,0.71266,0.61585,0.60862,0.47132,1.0897,1.0897,1.023,1.0065,1.0065,1.023
-7,-7,31.2,0.71082,0.61638,0.59893,0.47157,1.0923,1.0923,1.0213,1.0177,1.0177,1.0212
-7,-7,31.3,0.70845,0.61801,0.60162,0.47007,1.0926,1.0926,1.0184,1.0256,1.0256,1.0184
-7,-7,31.4,0.70516,0.61856,0.60737,0.4653,1.0871,1.0871,1.0166,1.0276,1.0276,1.0166
-7,-7,31.5,0.70006,0.61675,0.60181,0.45564,1.0737,1.0737,1.0166,1.0246,1.0246,1.0166
-7,-7,31.6,0.69791,0.61261,0.5694,0.4532,1.0685,1.0685,1.017,1.025,1.025,1.017
-7,-7,31.7,0.69938,0.61126,0.50564,0.44884,1.0684,1.0683,1.0175,1.0205,1.0205,1.0175
-7,-7,31.8,0.699,0.61498,0.44362,0.44716,1.0725,1.0725,1.0158,1.0208,1.0208,1.0158
-7,-7,31.9,0.69618,0.61802,0.40631,0.45568,1.0762,1.0762,1.0106,1.0213,1.0213,1.0106
-7,-7,32,0.69241,0.61747,0.38951,0.46929,1.0778,1.0778,1.0036,1.0218,1.0218,1.0036
-7.5,-7.5,1,0.60751,0.55449,0.42375,1.0658,0.88574,0.88574,0.88385,1.0485,1.0485,0.88385
-7.5,-7.5,1.1,0.64534,0.5697,0.44844,1.1045,0.84165,0.84165,0.8837,1.0472,1.0472,0.8837
-7.5,-7.5,1.2,0.67925,0.58864,0.46873,1.1359,0.77857,0.77857,0.90939,1.0183,1.0183,0.90939
-7.5,-7.5,1.3,0.70556,0.61157,0.48463,1.1534,0.69526,0.69526,0.95125,0.98131,0.98131,0.95125
-7.5,-7.5,1.4,0.7187,0.62729,0.49823,1.1477,0.59671,0.59671,0.99864,0.99481,0.99481,0.99864
-7.5,-7.5,1.5,0.7165,0.62741,0.51649,1.1155,0.50251,0.50251,1.0435,1.0872,1.0872,1.0435
-7.5,-7.5,1.6,0.70468,0.62718,0.54404,1.0666,0.43907,0.43907,1.0792,1.2089,1.2089,1.0792
-7.5,-7.5,1.7,0.69244,0.64479,0.5744,1.0184,0.41717,0.41717,1.0993,1.2943,1.2943,1.0993
-7.5,-7.5,1.8,0.686,0.67072,0.60039,0.98514,0.42794,0.42794,1.098,1.3142,1.3142,1.098
-7.5,-7.5,1.9,0.68793,0.69021,0.62036,0.97312,0.45608,0.45608,1.0724,1.2701,1.2701,1.0724
-7.5,-7.5,2,0.69861,0.69503,0.63542,0.98039,0.48866,0.48866,1.0273,1.1777,1.1777,1.0273
-7.5,-7.5,2.1,0.71599,0.68507,0.64706,0.9958,0.51688,0.51688,0.98708,1.06,1.06,0.98708
-7.5,-7.5,2.2,0.7336,0.66922,0.65645,0.99789,0.53738,0.53738,1.0014,0.94609,0.94609,1.0014
-7.5,-7.5,2.3,0.74233,0.66788,0.66436,0.96571,0.55608,0.55608,1.1044,0.85292,0.85292,1.1044
-7.5,-7.5,2.4,0.73945,0.67652,0.67119,0.90266,0.58505,0.58505,1.251,0.77471,0.77471,1.251
-7.5,-7.5,2.5,0.73176,0.67656,0.67685,0.83632,0.62504,0.62504,1.3659,0.72277,0.72277,1.3659
-7.5,-7.5,2.6,0.72738,0.67039,0.68057,0.79091,0.6688,0.6688,1.4202,0.73237,0.73237,1.4202
-7.5,-7.5,2.7,0.73053,0.66416,0.68023,0.77553,0.71291,0.71291,1.4192,0.82207,0.82207,1.4192
-7.5,-7.5,2.8,0.7424,0.66358,0.67123,0.78931,0.75331,0.75331,1.3751,0.95872,0.95872,1.3751
-7.5,-7.5,2.9,0.7621,0.6711,0.64586,0.82421,0.78072,0.78072,1.302,1.0811,1.0811,1.302
-7.5,-7.5,3,0.78576,0.68054,0.59954,0.85816,0.78047,0.78047,1.2259,1.1256,1.1256,1.2259
-7.5,-7.5,3.1,0.80393,0.67927,0.55352,0.85321,0.75688,0.75688,1.1799,1.0564,1.0564,1.1799
-7.5,-7.5,3.2,0.80883,0.6626,0.54297,0.7939,0.75755,0.75755,1.1568,0.93607,0.93607,1.1568
-7.5,-7.5,3.3,0.80352,0.64658,0.55024,0.70954,0.80357,0.80357,1.126,0.87315,0.87315,1.126
-7.5,-7.5,3.4,0.79146,0.6455,0.54244,0.62742,0.86423,0.86423,1.0829,0.89047,0.89047,1.0829
-7.5,-7.5,3.5,0.77217,0.65284,0.50767,0.55488,0.91147,0.91147,1.0359,0.95048,0.95048,1.0359
-7.5,-7.5,3.6,0.74492,0.6568,0.44378,0.49582,0.93098,0.93098,0.99383,1.0258,1.0258,0.99383
-7.5,-7.5,3.7,0.71213,0.64966,0.35332,0.46375,0.91343,0.91343,0.96915,1.0974,1.0974,0.96915
-7.5,-7.5,3.8,0.68105,0.62868,0.37078,0.47353,0.85131,0.85131,0.985,1.115,1.115,0.985
-7.5,-7.5,3.9,0.65671,0.60773,0.434,0.49736,0.77068,0.77068,1.0453,1.045,1.045,1.0453
-7.5,-7.5,4,0.64344,0.61839,0.51246,0.47925,0.74882,0.74882,1.0768,1.0146,1.0146,1.0768
-7.5,-7.5,4.1,0.63286,0.63699,0.56265,0.43086,0.78598,0.78598,1.0502,1.0903,1.0903,1.0502
-7.5,-7.5,4.2,0.62082,0.6432,0.58313,0.3842,0.83349,0.83349,1.0096,1.1835,1.1835,1.0096
-7.5,-7.5,4.3,0.60659,0.63822,0.58807,0.34591,0.87177,0.87177,0.98231,1.2453,1.2453,0.98231
-7.5,-7.5,4.4,0.58905,0.6267,0.58652,0.31043,0.8952,0.8952,0.97477,1.2668,1.2668,0.97477
-7.5,-7.5,4.5,0.56846,0.61793,0.58896,0.27507,0.89728,0.89728,0.98896,1.2385,1.2385,0.98896
-7.5,-7.5,4.6,0.55316,0.62324,0.62179,0.26648,0.86723,0.86723,1.0337,1.1319,1.1319,1.0337
-7.5,-7.5,4.7,0.55859,0.63676,0.70235,0.33123,0.82257,0.82257,1.0802,0.97561,0.97561,1.0802
-7.5,-7.5,4.8,0.57842,0.63141,0.75295,0.39725,0.83648,0.83648,1.0485,0.92316,0.92316,1.0485
-7.5,-7.5,4.9,0.58611,0.61393,0.74884,0.42417,0.88212,0.88212,0.98828,0.92839,0.92839,0.98828
-7.5,-7.5,5,0.58454,0.60143,0.72595,0.44292,0.91645,0.91645,0.94963,0.93523,0.93523,0.94963
-7.5,-7.5,5.1,0.57737,0.59856,0.69706,0.46702,0.93396,0.93396,0.93207,0.94672,0.94672,0.93207
-7.5,-7.5,5.2,0.56576,0.59913,0.66416,0.49345,0.93239,0.93239,0.92631,0.95519,0.95519,0.92631
-7.5,-7.5,5.3,0.55431,0.59953,0.63129,0.50858,0.90491,0.90491,0.92572,0.93195,0.93195,0.92572
-7.5,-7.5,5.4,0.55632,0.59895,0.60842,0.50176,0.83731,0.8373,0.93015,0.86912,0.86912,0.93015
-7.5,-7.5,5.5,0.57688,0.58717,0.6032,0.54239,0.76063,0.76063,0.92283,0.89453,0.89453,0.92283
-7.5,-7.5,5.6,0.59699,0.58584,0.60977,0.63171,0.78874,0.78874,0.8927,0.97767,0.97767,0.8927
-7.5,-7.5,5.7,0.61474,0.59916,0.61343,0.67565,0.84373,0.84373,0.8807,0.99419,0.99419,0.8807
-7.5,-7.5,5.8,0.6323,0.61274,0.60179,0.69437,0.88918,0.88918,0.88668,0.98456,0.98456,0.88668
-7.5,-7.5,5.9,0.64621,0.62021,0.56934,0.70553,0.922,0.922,0.90305,0.96689,0.96689,0.90305
-7.5,-7.5,6,0.65456,0.61834,0.5168,0.71547,0.93645,0.93645,0.92778,0.94062,0.94062,0.92778
-7.5,-7.5,6.1,0.65702,0.60936,0.44788,0.71732,0.92573,0.92573,0.96455,0.90357,0.90357,0.96455
-7.5,-7.5,6.2,0.65316,0.60737,0.35833,0.68489,0.88352,0.88352,1.0111,0.89674,0.89674,1.0111
-7.5,-7.5,6.3,0.65443,0.62212,0.40132,0.66549,0.87216,0.87216,0.98859,1.0014,1.0014,0.98859
-7.5,-7.5,6.4,0.67093,0.62737,0.48504,0.70546,0.92141,0.92141,0.95197,1.0513,1.0513,0.95197
-7.5,-7.5,6.5,0.68357,0.62767,0.52739,0.71702,0.96051,0.96051,0.95768,1.0742,1.0742,0.95768
-7.5,-7.5,6.6,0.69043,0.62566,0.55019,0.71166,0.99185,0.99185,0.97529,1.0987,1.0987,0.97529
-7.5,-7.5,6.7,0.69161,0.62929,0.56439,0.70265,1.0151,1.0151,0.9921,1.1125,1.1125,0.9921
-7.5,-7.5,6.8,0.68826,0.63926,0.57732,0.69897,1.0256,1.0256,1.0031,1.1048,1.1048,1.0031
-7.5,-7.5,6.9,0.68191,0.65079,0.59472,0.69897,1.0173,1.0173,1.0101,1.0881,1.0881,1.0101
-7.5,-7.5,7,0.67638,0.65436,0.6548,0.67167,0.98366,0.98366,1.0115,1.1141,1.1141,1.0115
-7.5,-7.5,7.1,0.69721,0.64218,0.79044,0.65998,0.98493,0.98493,0.98925,1.1278,1.1278,0.98925
-7.5,-7.5,7.2,0.72026,0.63339,0.8315,0.68164,1.015,1.015,0.99607,1.0898,1.0898,0.99607
-7.5,-7.5,7.3,0.73666,0.63308,0.83446,0.68828,1.0422,1.0422,1.0098,1.0521,1.0521,1.0098
-7.5,-7.5,7.4,0.74941,0.63952,0.81916,0.69025,1.0655,1.0655,1.0171,1.0137,1.0137,1.0171
-7.5,-7.5,7.5,0.75723,0.64485,0.78704,0.6915,1.0771,1.0771,1.0184,0.9803,0.9803,1.0184
-7.5,-7.5,7.6,0.75728,0.64249,0.74059,0.69437,1.0677,1.0677,1.0199,0.96196,0.96196,1.0199
-7.5,-7.5,7.7,0.74777,0.63008,0.68824,0.69746,1.028,1.028,1.0256,0.97944,0.97944,1.0256
-7.5,-7.5,7.8,0.74169,0.6148,0.6824,0.67274,0.95575,0.95575,1.0088,1.0155,1.0155,1.0088
-7.5,-7.5,7.9,0.75953,0.62166,0.69716,0.66146,0.95365,0.95365,0.9986,1.0007,1.0007,0.9986
-7.5,-7.5,8,0.76352,0.63331,0.68269,0.64808,0.97131,0.97131,1.0151,0.99364,0.99364,1.0151
-7.5,-7.5,8.1,0.76175,0.64197,0.66594,0.62342,0.99197,0.99197,1.0288,0.96926,0.96926,1.0288
-7.5,-7.5,8.2,0.75678,0.64274,0.64033,0.59879,1.0103,1.0103,1.0366,0.94409,0.94409,1.0366
-7.5,-7.5,8.3,0.74728,0.6359,0.59977,0.5779,1.0198,1.0198,1.0393,0.93524,0.93524,1.0393
-7.5,-7.5,8.4,0.7309,0.62686,0.5442,0.56152,1.0145,1.0145,1.0396,0.95187,0.95187,1.0396
-7.5,-7.5,8.5,0.70719,0.6244,0.48144,0.54824,0.98513,0.98513,1.0378,0.99265,0.99265,1.0378
-7.5,-7.5,8.6,0.69629,0.62798,0.42568,0.52363,0.97563,0.97563,1.0264,0.99307,0.99307,1.0264
-7.5,-7.5,8.7,0.69194,0.62729,0.38788,0.52072,1.0081,1.0081,1.046,1.0027,1.0027,1.046
-7.5,-7.5,8.8,0.68422,0.62086,0.36671,0.50726,1.042,1.042,1.0614,0.9911,0.9911,1.0614
-7.5,-7.5,8.9,0.67544,0.61489,0.35562,0.48651,1.0754,1.0754,1.0634,0.97209,0.97209,1.0634
-7.5,-7.5,9,0.66578,0.61662,0.35358,0.46912,1.103,1.103,1.0562,0.96587,0.96587,1.0562
-7.5,-7.5,9.1,0.65401,0.6224,0.37329,0.45947,1.1209,1.1209,1.0454,0.97967,0.97967,1.0454
-7.5,-7.5,9.2,0.63837,0.6255,0.42452,0.45734,1.1229,1.1229,1.0351,1.0126,1.0126,1.0351
-7.5,-7.5,9.3,0.62123,0.62172,0.51987,0.4553,1.105,1.105,1.0236,1.0328,1.0328,1.0236
-7.5,-7.5,9.4,0.61784,0.61248,0.63644,0.46328,1.1094,1.1094,1.0211,1.0481,1.0481,1.0211
-7.5,-7.5,9.5,0.61833,0.60665,0.7161,0.48818,1.1151,1.1151,1.0284,1.0421,1.0421,1.0284
-7.5,-7.5,9.6,0.6183,0.60841,0.75495,0.50439,1.128,1.128,1.0326,1.0289,1.0289,1.0326
-7.5,-7.5,9.7,0.61732,0.6116,0.76426,0.51259,1.1408,1.1408,1.0334,1.0309,1.0309,1.0334
-7.5,-7.5,9.8,0.61613,0.61084,0.7551,0.52021,1.1469,1.1469,1.0339,1.0438,1.0438,1.0339
-7.5,-7.5,9.9,0.61378,0.60367,0.73501,0.53037,1.1413,1.1413,1.0347,1.0582,1.0582,1.0347
-7.5,-7.5,10,0.60962,0.59243,0.71511,0.54108,1.1157,1.1157,1.033,1.0611,1.0611,1.033
-7.5,-7.5,10.1,0.61454,0.58981,0.74191,0.54336,1.0831,1.0831,1.0305,1.0515,1.0515,1.0305
-7.5,-7.5,10.2,0.62918,0.60028,0.77552,0.5492,1.0598,1.0598,1.0382,1.0237,1.0237,1.0382
-7.5,-7.5,10.3,0.64564,0.60789,0.79038,0.56829,1.0577,1.0577,1.0537,0.9888,0.9888,1.0537
-7.5,-7.5,10.4,0.65861,0.60866,0.77726,0.58679,1.0715,1.0715,1.0672,0.98173,0.98173,1.0672
-7.5,-7.5,10.5,0.66893,0.60809,0.74978,0.59648,1.083,1.083,1.0718,0.99232,0.99232,1.0718
-7.5,-7.5,10.6,0.67729,0.60889,0.71224,0.59846,1.086,1.086,1.0707,1.0099,1.0099,1.0707
-7.5,-7.5,10.7,0.68146,0.61611,0.66447,0.59486,1.0775,1.0775,1.068,1.0265,1.0265,1.068
-7.5,-7.5,10.8,0.68108,0.62632,0.61555,0.58733,1.0565,1.0565,1.0645,1.0357,1.0357,1.0645
-7.5,-7.5,10.9,0.68458,0.63189,0.57096,0.57383,1.0376,1.0376,1.0646,1.0363,1.0363,1.0646
-7.5,-7.5,11,0.69211,0.62674,0.53168,0.55488,1.0245,1.0245,1.0659,1.0174,1.0174,1.0659
-7.5,-7.5,11.1,0.7024,0.61605,0.50437,0.55025,1.0388,1.0388,1.0633,1.0161,1.0161,1.0633
-7.5,-7.5,11.2,0.70964,0.61531,0.48637,0.55903,1.0618,1.0618,1.0547,1.0211,1.0211,1.0547
-7.5,-7.5,11.3,0.71503,0.62313,0.47511,0.56841,1.0796,1.0796,1.042,1.0146,1.0146,1.042
-7.5,-7.5,11.4,0.71861,0.63126,0.47219,0.57517,1.0918,1.0918,1.0289,1.0013,1.0013,1.0289
-7.5,-7.5,11.5,0.71792,0.6342,0.48112,0.57828,1.0956,1.0956,1.0168,0.98612,0.98612,1.0168
-7.5,-7.5,11.6,0.71515,0.63083,0.50161,0.58022,1.0954,1.0954,1.0057,0.9707,0.9707,1.0057
-7.5,-7.5,11.7,0.70986,0.62486,0.52745,0.5794,1.0855,1.0855,0.99501,0.94767,0.94767,0.99501
-7.5,-7.5,11.8,0.71121,0.62661,0.53889,0.56962,1.0873,1.0873,0.99256,0.94972,0.94972,0.99256
-7.5,-7.5,11.9,0.71868,0.63424,0.51801,0.56717,1.1191,1.1191,0.99736,0.97343,0.97343,0.99736
-7.5,-7.5,12,0.72373,0.63733,0.49454,0.57777,1.1452,1.1452,0.99533,0.98418,0.98418,0.99533
-7.5,-7.5,12.1,0.72755,0.63588,0.48308,0.58926,1.1567,1.1567,0.98896,0.99348,0.99348,0.98896
-7.5,-7.5,12.2,0.73045,0.63148,0.48174,0.59661,1.1569,1.1569,0.98272,1.0042,1.0042,0.98272
-7.5,-7.5,12.3,0.73152,0.62743,0.49762,0.59704,1.1492,1.1492,0.97967,1.011,1.011,0.97967
-7.5,-7.5,12.4,0.72801,0.62616,0.53404,0.59276,1.1329,1.1329,0.9806,1.0053,1.0053,0.9806
-7.5,-7.5,12.5,0.72176,0.62809,0.60275,0.585,1.1096,1.1096,0.98607,1.0046,1.0046,0.98607
-7.5,-7.5,12.6,0.72401,0.62595,0.6765,0.5702,1.1102,1.1102,0.99486,1.0292,1.0292,0.99486
-7.5,-7.5,12.7,0.72854,0.62156,0.6797,0.55666,1.1356,1.1356,0.99384,1.0251,1.0251,0.99384
-7.5,-7.5,12.8,0.72446,0.61984,0.65161,0.54582,1.1469,1.1469,0.98699,1.0078,1.0078,0.98699
-7.5,-7.5,12.9,0.71718,0.6221,0.62135,0.53247,1.1478,1.1478,0.98385,1.0037,1.0037,0.98385
-7.5,-7.5,13,0.70989,0.6275,0.59227,0.52025,1.1433,1.1433,0.98494,1.0088,1.0088,0.98494
-7.5,-7.5,13.1,0.70288,0.63128,0.5649,0.51085,1.1355,1.1355,0.98805,1.014,1.014,0.98805
-7.5,-7.5,13.2,0.69473,0.62994,0.54234,0.50544,1.12,1.12,0.99012,1.023,1.023,0.99012
-7.5,-7.5,13.3,0.68884,0.62495,0.53694,0.49816,1.1008,1.1008,0.99037,1.0467,1.0467,0.99037
-7.5,-7.5,13.4,0.69409,0.62012,0.54481,0.48593,1.1037,1.1037,0.98552,1.0726,1.0726,0.98552
-7.5,-7.5,13.5,0.69651,0.61891,0.53265,0.49384,1.1135,1.1135,0.97527,1.0583,1.0583,0.97527
-7.5,-7.5,13.6,0.69128,0.6203,0.52595,0.50246,1.1104,1.1104,0.96858,1.049,1.049,0.96858
-7.5,-7.5,13.7,0.6834,0.61946,0.53429,0.50415,1.1023,1.1023,0.9661,1.0478,1.0478,0.9661
